xmin,ymin,xmax,ymax,confidence,class,name
1384.069580078125,628.9685668945312,1539.06591796875,987.8201293945312,0.6067937016487122,75,vase
1323.615478515625,473.4282531738281,1592.3968505859375,972.4519653320312,0.5796442627906799,58,potted plant
182.33273315429688,444.8979797363281,218.48411560058594,556.1508178710938,0.43592914938926697,73,book
1387.6138916015625,832.3709106445312,1533.878173828125,988.1735229492188,0.43066009879112244,75,vase
1169.315185546875,606.5846557617188,1216.31689453125,661.4091796875,0.4294081926345825,74,clock
103.93233489990234,427.81634521484375,236.10801696777344,559.560791015625,0.3742372393608093,73,book
1707.90966796875,301.8101501464844,1819.1715087890625,415.9834899902344,0.31135666370391846,73,book
1708.468994140625,309.5916442871094,1738.0877685546875,414.28118896484375,0.3069862425327301,73,book
1771.3245849609375,444.29296875,1813.760009765625,551.9489135742188,0.29528379440307617,73,book
1701.651611328125,710.1243896484375,1828.3741455078125,823.0235595703125,0.29465216398239136,73,book
1745.6502685546875,443.9963684082031,1782.623291015625,553.2811889648438,0.29292428493499756,73,book
177.47396850585938,317.63671875,223.11048889160156,411.1527099609375,0.2858099937438965,73,book
1167.7554931640625,602.2900390625,1217.8748779296875,665.57568359375,0.2806045413017273,75,vase
166.19900512695312,596.1388549804688,193.67088317871094,688.4965209960938,0.2716332674026489,73,book
1791.7291259765625,444.8663024902344,1825.3524169921875,553.3038330078125,0.2701687812805176,73,book
1743.9559326171875,309.27020263671875,1784.9869384765625,413.5343933105469,0.26537907123565674,73,book
108.69232177734375,589.9843139648438,236.70263671875,692.1425170898438,0.26446637511253357,73,book
1708.8753662109375,445.1503601074219,1735.6519775390625,556.3533325195312,0.26406198740005493,73,book
1767.6988525390625,309.52056884765625,1807.3477783203125,414.91424560546875,0.2605072259902954,73,book
1715.5147705078125,311.557373046875,1764.8433837890625,412.4049072265625,0.26015105843544006,73,book
150.94955444335938,307.7906799316406,195.25144958496094,411.7102966308594,0.2596855163574219,73,book
929.1373901367188,622.5045776367188,1049.1160888671875,662.81103515625,0.2583591938018799,58,potted plant
89.46601867675781,708.8200073242188,245.59689331054688,832.98291015625,0.25602102279663086,73,book
125.12876892089844,303.3388366699219,223.60020446777344,411.83349609375,0.2519097626209259,73,book
